player_name;team_abbreviation;country;pts;reb;ast;season
Anthony Tolliver;PHI;USA;1.5;0.9;0.2;2020-21
Anzejs Pasecniks;WAS;Latvia;0.0;1.0;1.0;2020-21
Armoni Brooks;HOU;USA;11.2;3.4;1.5;2020-21
Amida Brimah;IND;USA;2.6;1.6;0.2;2020-21
Cameron Reynolds;HOU;USA;3.0;1.0;0.4;2020-21
Caris LeVert;IND;USA;20.2;4.6;5.2;2020-21
Carmelo Anthony;POR;USA;13.4;3.1;1.5;2020-21
Danny Green;PHI;USA;9.5;3.8;1.7;2020-21
Dante Exum;HOU;Australia;3.8;2.8;2.2;2020-21
Danuel House Jr.;HOU;USA;8.8;3.7;1.9;2020-21
Dario Saric;PHX;Croatia;8.7;3.8;1.3;2020-21
Darius Bazley;OKC;USA;13.7;7.2;1.8;2020-21
Darius Garland;CLE;USA;17.4;2.4;6.1;2020-21
Darius Miller;OKC;USA;4.1;1.3;1.2;2020-21
David Nwaba;HOU;USA;9.2;3.9;1.0;2020-21
Davis Bertans;WAS;Latvia;11.5;2.9;0.9;2020-21
De'Aaron Fox;SAC;USA;25.2;3.5;7.2;2020-21
De'Andre Hunter;ATL;USA;15.0;4.8;1.9;2020-21
De'Anthony Melton;MEM;USA;9.1;3.1;2.5;2020-21
DeAndre Jordan;BKN;USA;7.5;7.5;1.6;2020-21
DeAndre' Bembry;TOR;USA;5.7;2.9;2.1;2020-21
Danilo Gallinari;ATL;Italy;13.3;4.1;1.5;2020-21
DeMar DeRozan;SAS;USA;21.6;4.2;6.9;2020-21
Dean Wade;CLE;USA;6.0;3.4;1.2;2020-21
Deandre Ayton;PHX;Bahamas;14.4;10.5;1.4;2020-21
Deividas Sirvydis;DET;Lithuania;2.1;1.5;0.3;2020-21
Dejounte Murray;SAS;USA;15.7;7.1;5.4;2020-21
Delon Wright;SAC;USA;10.2;4.3;4.4;2020-21
Deni Avdija;WAS;Israel;6.3;4.9;1.2;2020-21
Dennis Schroder;LAL;Germany;15.4;3.5;5.8;2020-21
Dennis Smith Jr.;DET;USA;6.7;2.4;3.3;2020-21
Denzel Valentine;CHI;USA;6.5;3.2;1.7;2020-21
Derrick Favors;UTA;USA;5.4;5.5;0.6;2020-21
Derrick Jones Jr.;POR;USA;6.8;3.5;0.8;2020-21
Derrick Rose;NYK;USA;14.7;2.6;4.2;2020-21
Derrick White;SAS;USA;15.4;3.0;3.5;2020-21
Desmond Bane;MEM;USA;9.2;3.1;1.7;2020-21
DeMarcus Cousins;LAC;USA;8.9;6.4;1.9;2020-21
Daniel Theis;CHI;Germany;9.6;5.5;1.7;2020-21
Daniel Oturu;LAC;USA;1.8;1.6;0.3;2020-21
Daniel Gafford;WAS;USA;7.0;4.3;0.5;2020-21
Carsen Edwards;BOS;USA;4.0;0.8;0.5;2020-21
Cassius Stanley;IND;USA;1.5;0.8;0.0;2020-21
Cassius Winston;WAS;USA;1.9;0.4;0.5;2020-21
Cedi Osman;CLE;Turkey;10.4;3.4;2.9;2020-21
Chandler Hutchison;WAS;USA;4.3;3.1;0.7;2020-21
Charlie Brown Jr.;OKC;USA;4.4;1.9;1.0;2020-21
Chasson Randle;ORL;USA;6.5;2.0;1.8;2020-21
Chimezie Metu;SAC;USA;6.3;3.1;0.8;2020-21
Chris Boucher;TOR;Saint Lucia;13.6;6.7;1.1;2020-21
Chris Chiozza;BKN;USA;4.0;1.1;3.0;2020-21
Chris Paul;PHX;USA;16.4;4.5;8.9;2020-21
Chris Silva;SAC;Gabon;2.1;1.8;0.4;2020-21
Christian Wood;HOU;USA;21.0;9.6;1.7;2020-21
Chuma Okeke;ORL;USA;7.8;4.0;2.2;2020-21
Clint Capela;ATL;Switzerland;15.2;14.3;0.8;2020-21
Coby White;CHI;USA;15.1;4.1;4.8;2020-21
Cody Martin;CHA;USA;4.0;3.1;1.7;2020-21
Damyean Dotson;CLE;USA;6.7;2.0;2.0;2020-21
Damion Lee;GSW;USA;6.5;3.2;1.3;2020-21
Damian Lillard;POR;USA;28.8;4.2;7.5;2020-21
Damian Jones;SAC;USA;4.7;3.1;0.7;2020-21
Dakota Mathias;PHI;USA;6.0;0.9;1.6;2020-21
DaQuan Jeffries;SAS;USA;4.1;2.3;0.7;2020-21
Devin Cannady;ORL;USA;4.3;0.6;0.1;2020-21
D.J. Wilson;HOU;USA;5.2;3.2;0.7;2020-21
D'Angelo Russell;MIN;USA;19.0;2.6;5.8;2020-21
Cristiano Felicio;CHI;Brazil;1.3;1.4;0.5;2020-21
Cory Joseph;DET;Canada;8.2;2.5;3.4;2020-21
Collin Sexton;CLE;USA;24.3;3.1;4.4;2020-21
Cole Anthony;ORL;USA;12.9;4.7;4.1;2020-21
Cody Zeller;CHA;USA;9.4;6.8;1.8;2020-21
D.J. Augustin;HOU;USA;7.7;1.6;3.3;2020-21
Jordan Clarkson;UTA;USA;18.4;4.0;2.5;2020-21
Marcus Smart;BOS;USA;13.1;3.5;5.7;2020-21
Jordan Nwora;MIL;USA;5.7;2.0;0.2;2020-21
Tristan Thompson;BOS;Canada;7.6;8.1;1.2;2020-21
Trey Lyles;SAS;Canada;5.0;3.7;0.6;2020-21
Trey Burke;DAL;USA;6.6;0.9;1.3;2020-21
Trevor Ariza;MIA;USA;9.4;4.8;1.8;2020-21
Trent Forrest;UTA;USA;2.9;1.5;1.5;2020-21
Tremont Waters;BOS;USA;3.8;0.8;2.4;2020-21
Tre Jones;SAS;USA;2.5;0.6;1.1;2020-21
Trae Young;ATL;USA;25.3;3.9;9.4;2020-21
Torrey Craig;PHX;USA;5.5;3.9;1.0;2020-21
Tony Snell;ATL;USA;5.3;2.4;1.3;2020-21
Tony Bradley;OKC;USA;7.1;5.7;0.9;2020-21
Tomas Satoransky;CHI;Czech Republic;7.7;2.4;4.7;2020-21
Tobias Harris;PHI;USA;19.5;6.8;3.5;2020-21
Timothe Luwawu-Cabarrot;BKN;France;6.4;2.2;1.2;2020-21
Tim Hardaway Jr.;DAL;USA;16.6;3.3;1.8;2020-21
Tim Frazier;MEM;USA;1.6;1.6;3.2;2020-21
Thon Maker;CLE;South Sudan;3.8;2.3;0.5;2020-21
Thomas Bryant;WAS;USA;14.3;6.1;1.5;2020-21
Theo Pinson;NYK;USA;0.1;0.3;0.1;2020-21
Theo Maledon;OKC;France;10.1;3.2;3.5;2020-21
Thanasis Antetokounmpo;MIL;Greece;2.9;2.2;0.8;2020-21
Thaddeus Young;CHI;USA;12.1;6.2;4.3;2020-21
Terry Rozier;CHA;USA;20.4;4.4;4.2;2020-21
Terrence Ross;ORL;USA;15.6;3.4;2.3;2020-21
Terrance Ferguson;PHI;USA;0.2;0.1;0.2;2020-21
Terence Davis;SAC;USA;8.7;2.5;1.4;2020-21
Terance Mann;LAC;USA;7.0;3.6;1.6;2020-21
Taurean Prince;CLE;USA;9.5;3.5;1.9;2020-21
Talen Horton-Tucker;LAL;USA;9.0;2.6;2.8;2020-21
Troy Brown Jr.;CHI;USA;4.7;3.1;0.9;2020-21
Ty Jerome;OKC;USA;10.7;2.8;3.6;2020-21
Ty-Shon Alexander;PHX;USA;0.6;0.7;0.4;2020-21
Tyler Bey;DAL;USA;1.0;1.1;0.2;2020-21
Otto Porter Jr.;ORL;USA;9.7;5.4;2.0;2020-21
P.J. Tucker;MIL;USA;3.7;3.9;1.2;2020-21
P.J. Washington;CHA;USA;12.9;6.5;2.5;2020-21
Zeke Nnaji;DEN;USA;3.2;1.5;0.2;2020-21
Zach LaVine;CHI;USA;27.4;5.0;4.9;2020-21
Yuta Watanabe;TOR;Japan;4.4;3.2;0.8;2020-21
Yogi Ferrell;LAC;USA;5.6;1.9;2.2;2020-21
Xavier Tillman;MEM;USA;6.6;4.3;1.3;2020-21
Willy Hernangomez;NOP;Spain;7.8;7.1;1.1;2020-21
Willie Cauley-Stein;DAL;USA;5.3;4.5;0.7;2020-21
Will Magnay;NOP;Australia;0.0;0.0;0.0;2020-21
Will Barton;DEN;USA;12.7;4.0;3.2;2020-21
Wesley Matthews;LAL;USA;4.8;1.6;0.9;2020-21
Wes Iwundu;NOP;USA;2.4;2.2;0.4;2020-21
Taj Gibson;NYK;USA;5.4;5.6;0.8;2020-21
Wenyen Gabriel;NOP;South Sudan;3.4;2.6;0.5;2020-21
Wayne Ellington;DET;USA;9.6;1.8;1.5;2020-21
Vlatko Cancar;DEN;Slovenia;2.1;1.2;0.3;2020-21
Vincent Poirier;PHI;France;0.8;1.4;0.2;2020-21
Victor Oladipo;MIA;USA;19.8;4.8;4.6;2020-21
Vernon Carey Jr.;CHA;USA;2.4;1.4;0.1;2020-21
Udonis Haslem;MIA;USA;4.0;1.0;0.0;2020-21
Udoka Azubuike;UTA;Nigeria;1.1;0.9;0.0;2020-21
Tyus Jones;MEM;USA;6.3;2.0;3.7;2020-21
Tyrese Maxey;PHI;USA;8.0;1.7;2.0;2020-21
Tyrese Haliburton;SAC;USA;13.0;3.0;5.3;2020-21
Tyrell Terry;DAL;USA;1.0;0.5;0.5;2020-21
Tyler Johnson;BKN;USA;5.4;2.0;1.2;2020-21
Tyler Herro;MIA;USA;15.1;5.0;3.4;2020-21
Tyler Cook;DET;USA;4.9;3.0;0.5;2020-21
Jordan McLaughlin;MIN;USA;5.0;2.1;3.8;2020-21
Tacko Fall;BOS;Senegal;2.5;2.7;0.2;2020-21
T.J. Warren;IND;USA;15.5;3.5;1.3;2020-21
T.J. McConnell;IND;USA;8.6;3.7;6.6;2020-21
Robert Williams III;BOS;USA;8.0;6.9;1.8;2020-21
Robert Franks;ORL;USA;6.1;2.0;0.7;2020-21
Robert Covington;POR;USA;8.5;6.7;1.7;2020-21
Ricky Rubio;MIN;Spain;8.6;3.3;6.4;2020-21
Richaun Holmes;SAC;USA;14.2;8.3;1.7;2020-21
Reggie Perry;BKN;USA;3.0;2.8;0.5;2020-21
Reggie Jackson;LAC;USA;10.7;2.9;3.1;2020-21
Reggie Bullock;NYK;USA;10.9;3.4;1.5;2020-21
Rayjon Tucker;PHI;USA;2.4;0.8;0.4;2020-21
Ray Spalding;HOU;USA;2.0;2.0;0.0;2020-21
Raul Neto;WAS;Brazil;8.7;2.4;2.3;2020-21
Rajon Rondo;LAC;USA;5.4;2.4;4.4;2020-21
RJ Barrett;NYK;Canada;17.6;5.8;3.0;2020-21
R.J. Hampton;ORL;USA;6.9;3.5;1.7;2020-21
Robert Woodard II;SAC;USA;1.5;1.2;0.2;2020-21
Quinndary Weatherspoon;SAS;USA;2.3;0.6;0.4;2020-21
Precious Achiuwa;MIA;Nigeria;5.0;3.4;0.5;2020-21
Payton Pritchard;BOS;USA;7.7;2.4;1.8;2020-21
Paul Watson;TOR;USA;4.1;1.7;0.6;2020-21
Paul Reed;PHI;USA;3.4;2.3;0.5;2020-21
Paul Millsap;DEN;USA;9.0;4.7;1.8;2020-21
Paul George;LAC;USA;23.3;6.6;5.2;2020-21
Patty Mills;SAS;Australia;10.8;1.7;2.4;2020-21
Patrick Williams;CHI;USA;9.2;4.6;1.4;2020-21
Patrick Patterson;LAC;USA;5.2;2.0;0.8;2020-21
Patrick McCaw;TOR;USA;1.0;0.6;0.8;2020-21
Patrick Beverley;LAC;USA;7.5;3.2;2.1;2020-21
Pat Connaughton;MIL;USA;6.8;4.8;1.2;2020-21
Pascal Siakam;TOR;Cameroon;21.4;7.2;4.5;2020-21
PJ Dozier;DEN;USA;7.7;3.6;1.8;2020-21
Quinn Cook;CLE;USA;3.3;0.7;0.8;2020-21
Oshae Brissett;IND;Canada;10.9;5.5;0.9;2020-21
Robin Lopez;WAS;USA;9.0;3.8;0.8;2020-21
Rodney Hood;TOR;USA;4.5;1.9;1.0;2020-21
T.J. Leaf;POR;USA;1.7;0.7;0.1;2020-21
Svi Mykhailiuk;OKC;Ukraine;8.5;2.5;1.7;2020-21
Steven Adams;NOP;New Zealand;7.6;8.9;1.9;2020-21
Sterling Brown;HOU;USA;8.2;4.4;1.4;2020-21
Stephen Curry;GSW;USA;32.0;5.5;5.8;2020-21
Stanley Johnson;TOR;USA;4.4;2.5;1.5;2020-21
Spencer Dinwiddie;BKN;USA;6.7;4.3;3.0;2020-21
Solomon Hill;ATL;USA;4.5;3.0;1.1;2020-21
Skylar Mays;ATL;USA;3.8;1.1;0.9;2020-21
Sindarius Thornwell;ORL;USA;2.0;0.9;1.0;2020-21
Shaquille Harrison;DEN;USA;2.1;1.4;0.7;2020-21
Shake Milton;PHI;USA;13.0;2.3;3.1;2020-21
Shai Gilgeous-Alexander;OKC;Canada;23.7;4.7;5.9;2020-21
Seth Curry;PHI;USA;12.5;2.4;2.7;2020-21
Rodions Kurucs;MIL;Latvia;1.5;1.1;0.5;2020-21
Serge Ibaka;LAC;Republic of the Congo;11.1;6.7;1.8;2020-21
Sekou Doumbouya;DET;France;5.1;2.6;0.8;2020-21
Sean McDermott;MEM;USA;2.2;1.1;0.2;2020-21
Sam Merrill;MIL;USA;3.0;1.0;0.7;2020-21
Saddiq Bey;DET;USA;12.2;4.5;1.4;2020-21
Saben Lee;DET;USA;5.6;2.0;3.6;2020-21
Ryan Arcidiacono;CHI;USA;3.1;1.5;1.3;2020-21
Russell Westbrook;WAS;USA;22.2;11.5;11.7;2020-21
Rui Hachimura;WAS;Japan;13.8;5.5;1.4;2020-21
Rudy Gobert;UTA;France;14.3;13.5;1.3;2020-21
Rudy Gay;SAS;USA;11.4;4.8;1.4;2020-21
Royce O'Neale;UTA;USA;7.0;6.8;2.5;2020-21
Rondae Hollis-Jefferson;POR;USA;2.5;2.4;1.2;2020-21
Romeo Langford;BOS;USA;3.1;1.9;0.7;2020-21
Rodney McGruder;DET;USA;5.7;1.4;1.0;2020-21
Semi Ojeleye;BOS;USA;4.6;2.6;0.7;2020-21
Onyeka Okongwu;ATL;USA;4.6;3.3;0.4;2020-21
Wendell Carter Jr.;ORL;USA;11.2;8.2;1.9;2020-21
OG Anunoby;TOR;United Kingdom;15.9;5.5;2.2;2020-21
Kenyon Martin Jr.;HOU;USA;9.3;5.4;1.1;2020-21
Kevin Durant;BKN;USA;26.9;7.1;5.6;2020-21
Kevin Huerter;ATL;USA;11.9;3.3;3.5;2020-21
Kevin Knox II;NYK;USA;3.9;1.5;0.5;2020-21
Kevin Love;CLE;USA;12.2;7.4;2.5;2020-21
Kevin Porter Jr.;HOU;USA;16.6;3.8;6.3;2020-21
Kevon Looney;GSW;USA;4.1;5.3;2.0;2020-21
Khem Birch;TOR;Canada;7.2;5.8;1.3;2020-21
Khris Middleton;MIL;USA;20.4;6.0;5.4;2020-21
Khyri Thomas;HOU;USA;16.4;3.6;5.0;2020-21
Killian Hayes;DET;France;6.8;2.7;5.3;2020-21
Killian Tillie;MEM;France;3.2;1.3;0.4;2020-21
Kira Lewis Jr.;NOP;USA;6.4;1.3;2.3;2020-21
Kostas Antetokounmpo;LAL;Greece;0.8;1.3;0.1;2020-21
Kentavious Caldwell-Pope;LAL;USA;9.7;2.7;1.9;2020-21
Obi Toppin;NYK;USA;4.1;2.2;0.5;2020-21
Kyle Anderson;MEM;USA;12.4;5.7;3.6;2020-21
Kyle Guy;SAC;USA;2.8;1.1;1.0;2020-21
Kyle Kuzma;LAL;USA;12.9;6.1;1.9;2020-21
Kyle Lowry;TOR;USA;17.2;5.4;7.3;2020-21
Kyrie Irving;BKN;Australia;26.9;4.8;6.0;2020-21
LaMarcus Aldridge;BKN;USA;13.5;4.5;1.9;2020-21
LaMelo Ball;CHA;USA;15.7;5.9;6.1;2020-21
Lamar Stevens;CLE;USA;4.1;2.4;0.6;2020-21
Landry Shamet;BKN;USA;9.3;1.8;1.6;2020-21
Langston Galloway;PHX;USA;4.8;1.1;0.7;2020-21
Larry Nance Jr.;CLE;USA;9.3;6.7;3.1;2020-21
Lauri Markkanen;CHI;Finland;13.6;5.3;0.9;2020-21
LeBron James;LAL;USA;25.0;7.7;7.8;2020-21
Lonnie Walker IV;SAS;USA;11.2;2.6;1.7;2020-21
Kristaps Porzingis;DAL;Latvia;20.1;8.9;1.6;2020-21
Lonzo Ball;NOP;USA;14.6;4.8;5.7;2020-21
Kent Bazemore;GSW;USA;7.2;3.4;1.6;2020-21
Kendrick Nunn;MIA;USA;14.6;3.2;2.6;2020-21
Jordan Poole;GSW;USA;12.0;1.8;1.9;2020-21
Josh Green;DAL;Australia;2.6;2.0;0.7;2020-21
Josh Hall;OKC;USA;4.1;2.8;1.3;2020-21
Josh Hart;NOP;USA;9.2;8.0;2.3;2020-21
Josh Jackson;DET;USA;13.4;4.1;2.3;2020-21
Josh Okogie;MIN;Nigeria;5.4;2.6;1.1;2020-21
Josh Richardson;DAL;USA;12.1;3.3;2.6;2020-21
Jrue Holiday;MIL;USA;17.7;4.5;6.1;2020-21
Juan Toscano-Anderson;GSW;USA;5.7;4.4;2.8;2020-21
Juancho Hernangomez;MIN;Spain;7.2;3.9;0.7;2020-21
Julius Randle;NYK;USA;24.1;10.2;6.0;2020-21
Justin Holiday;IND;USA;10.5;3.6;1.7;2020-21
Justin Jackson;MIL;USA;7.2;2.3;1.5;2020-21
Justin James;SAC;USA;3.9;0.8;0.6;2020-21
Kenrich Williams;OKC;USA;8.0;4.1;2.3;2020-21
Justin Patton;HOU;USA;5.4;3.8;1.1;2020-21
Justise Winslow;MEM;USA;6.8;4.5;1.9;2020-21
Jusuf Nurkic;POR;Bosnia and Herzegovina;11.5;9.0;3.4;2020-21
Juwan Morgan;UTA;USA;1.2;1.0;0.3;2020-21
KZ Okpala;MIA;USA;2.5;1.8;0.5;2020-21
Karim Mane;ORL;Senegal;1.1;1.4;0.4;2020-21
Karl-Anthony Towns;MIN;USA;24.8;10.6;4.5;2020-21
Kawhi Leonard;LAC;USA;24.8;6.5;5.2;2020-21
Keita Bates-Diop;SAS;USA;2.6;1.6;0.4;2020-21
Kelan Martin;IND;USA;4.5;2.2;0.5;2020-21
Keldon Johnson;SAS;USA;12.8;6.0;1.8;2020-21
Keljin Blevins;POR;USA;0.7;0.6;0.2;2020-21
Kelly Olynyk;HOU;Canada;13.5;7.0;2.9;2020-21
Kelly Oubre Jr.;GSW;USA;15.4;6.0;1.3;2020-21
Kemba Walker;OKC;USA;19.3;4.0;4.9;2020-21
Justin Robinson;OKC;USA;2.3;0.8;1.0;2020-21
Lou Williams;ATL;USA;11.3;2.1;3.4;2020-21
Kris Dunn;ATL;USA;1.3;1.5;0.5;2020-21
Luguentz Dort;OKC;Canada;14.0;3.6;1.7;2020-21
Mike Scott;PHI;USA;4.2;2.4;0.8;2020-21
Miles Bridges;CHA;USA;12.7;6.0;2.2;2020-21
Mitchell Robinson;NYK;USA;8.3;8.1;0.5;2020-21
Miye Oni;UTA;USA;1.9;1.6;0.5;2020-21
Mo Bamba;ORL;USA;8.0;5.8;0.8;2020-21
Monte Morris;DEN;USA;10.2;2.0;3.2;2020-21
Montrezl Harrell;LAL;USA;13.5;6.2;1.1;2020-21
Moritz Wagner;ORL;Germany;6.9;3.2;1.1;2020-21
Moses Brown;BOS;USA;8.6;8.9;0.2;2020-21
Mychal Mulder;GSW;Canada;5.6;1.0;0.4;2020-21
Myles Turner;IND;USA;12.6;6.5;1.0;2020-21
Naji Marshall;NOP;USA;7.7;4.6;2.8;2020-21
Nassir Little;POR;USA;4.6;2.7;0.5;2020-21
Nate Darling;CHA;Canada;1.3;0.1;0.1;2020-21
Mike Muscala;OKC;USA;9.7;3.8;0.8;2020-21
Nate Hinton;DAL;USA;2.0;0.4;0.4;2020-21
Naz Reid;MIN;USA;11.2;4.6;1.0;2020-21
Nemanja Bjelica;MIA;Serbia;6.5;3.4;1.9;2020-21
Nerlens Noel;NYK;USA;5.1;6.4;0.7;2020-21
Nick Richards;CHA;Jamaica;0.8;0.6;0.1;2020-21
Nickeil Alexander-Walker;NOP;Canada;11.0;3.1;2.2;2020-21
Nico Mannion;GSW;Italy;4.1;1.5;2.3;2020-21
Nicolas Batum;LAC;France;8.1;4.7;2.2;2020-21
Nicolas Claxton;BKN;USA;6.6;5.2;0.9;2020-21
Nicolo Melli;DAL;Italy;3.0;2.7;1.0;2020-21
Nikola Jokic;DEN;Serbia;26.4;10.8;8.3;2020-21
Nikola Vucevic;CHI;Montenegro;23.4;11.7;3.8;2020-21
Noah Vonleh;BKN;USA;0.0;0.3;0.3;2020-21
Norman Powell;POR;USA;18.6;3.1;1.9;2020-21
Norvel Pelle;NYK;USA;1.5;1.5;0.2;2020-21
Louis King;SAC;USA;7.3;3.0;1.5;2020-21
Mike James;BKN;USA;7.7;2.5;4.2;2020-21
Nathan Knight;ATL;USA;3.8;2.2;0.2;2020-21
Mikal Bridges;PHX;USA;13.5;4.3;2.1;2020-21
Mike Conley;UTA;USA;16.2;3.5;6.0;2020-21
Luka Doncic;DAL;Slovenia;27.7;8.0;8.6;2020-21
Luka Samanic;SAS;Croatia;3.7;2.1;0.5;2020-21
Luke Kennard;LAC;USA;8.3;2.6;1.7;2020-21
Luke Kornet;BOS;USA;3.4;2.2;0.8;2020-21
Malachi Flynn;TOR;USA;7.5;2.5;2.9;2020-21
Malcolm Brogdon;IND;USA;21.2;5.3;5.9;2020-21
Malik Fitts;LAC;USA;1.0;1.0;0.0;2020-21
Malik Monk;CHA;USA;11.7;2.4;2.1;2020-21
Mamadi Diakite;MIL;Guinea;3.1;2.4;0.6;2020-21
Marc Gasol;LAL;Spain;5.0;4.1;2.1;2020-21
Marcus Morris Sr.;LAC;USA;13.4;4.1;1.0;2020-21
Markelle Fultz;ORL;USA;12.9;3.1;5.4;2020-21
Markieff Morris;LAL;USA;6.7;4.4;1.2;2020-21
Markus Howard;DEN;USA;2.8;0.6;0.5;2020-21
Malik Beasley;MIN;USA;19.6;4.4;2.4;2020-21
Marquese Chriss;GSW;USA;6.5;6.5;1.0;2020-21
Michael Porter Jr.;DEN;USA;19.0;7.3;1.1;2020-21
Marques Bolden;CLE;USA;1.2;1.0;0.0;2020-21
Michael Carter-Williams;ORL;USA;8.8;4.5;4.2;2020-21
Mfiondu Kabengele;CLE;Canada;2.4;1.5;0.4;2020-21
Meyers Leonard;MIA;USA;3.3;2.3;0.7;2020-21
Max Strus;MIA;USA;6.1;1.1;0.6;2020-21
Maurice Harkless;SAC;USA;5.2;2.4;1.2;2020-21
Maxi Kleber;DAL;Germany;7.1;5.2;1.4;2020-21
Matthew Dellavedova;CLE;Australia;2.8;1.8;4.5;2020-21
Matt Thomas;UTA;USA;3.1;1.0;0.4;2020-21
Matisse Thybulle;PHI;USA;3.9;1.9;1.0;2020-21
Mason Plumlee;DET;USA;10.4;9.3;3.6;2020-21
Mason Jones;PHI;USA;5.3;1.7;1.3;2020-21
Marvin Bagley III;SAC;USA;14.1;7.4;1.0;2020-21
Usman Garuba;HOU;Spain;2.0;3.5;0.7;2021-22
Vlatko Cancar;DEN;Slovenia;4.1;2.1;1.1;2021-22
Vit Krejci;OKC;Czech Republic;6.2;3.4;1.9;2021-22
Victor Oladipo;MIA;USA;12.4;2.9;3.5;2021-22
Vernon Carey Jr.;WAS;USA;2.9;1.7;0.0;2021-22
Wayne Ellington;LAL;USA;6.7;1.8;0.7;2021-22
Udonis Haslem;MIA;USA;2.5;1.9;0.3;2021-22
Tyler Johnson;SAS;USA;2.8;2.0;1.2;2021-22
Tyus Jones;MEM;USA;8.7;2.4;4.4;2021-22
Tyrone Wallace;NOP;USA;2.8;1.3;0.2;2021-22
Tyrese Maxey;PHI;USA;17.5;3.2;4.3;2021-22
Tyrese Haliburton;IND;USA;15.3;4.0;8.2;2021-22
Tyrell Terry;MEM;USA;1.0;0.0;0.0;2021-22
Tyler Herro;MIA;USA;20.7;5.0;4.0;2021-22
Wayne Selden;NYK;USA;1.7;0.3;0.3;2021-22
Udoka Azubuike;UTA;Nigeria;4.7;4.2;0.0;2021-22
Wendell Carter Jr.;ORL;USA;15.0;10.5;2.8;2021-22
Ziaire Williams;MEM;USA;8.1;2.1;1.0;2021-22
Wes Iwundu;ATL;USA;7.3;4.3;0.0;2021-22
Tyler Hall;NYK;USA;0.0;0.0;0.0;2021-22
Zylan Cheatham;UTA;USA;0.0;0.0;0.0;2021-22
Zeke Nnaji;DEN;USA;6.6;3.6;0.4;2021-22
Zavier Simpson;OKC;USA;11.0;5.3;7.5;2021-22
Zach LaVine;CHI;USA;24.4;4.6;4.5;2021-22
Zach Collins;SAS;USA;7.8;5.5;2.2;2021-22
Yves Pons;MEM;France;1.1;1.0;0.1;2021-22
Yuta Watanabe;TOR;Japan;4.3;2.4;0.6;2021-22
Xavier Tillman Sr.;MEM;USA;4.8;3.0;1.2;2021-22
Xavier Sneed;UTA;USA;0.6;0.7;0.1;2021-22
Xavier Moon;LAC;USA;5.8;1.4;2.4;2021-22
Willy Hernangomez;NOP;Spain;9.1;6.8;1.3;2021-22
Willie Cauley-Stein;PHI;USA;1.7;2.0;0.5;2021-22
Will Barton;DEN;USA;14.7;4.8;3.9;2021-22
Wesley Matthews;MIL;USA;5.1;1.9;0.7;2021-22
Wenyen Gabriel;LAL;South Sudan;5.4;3.7;0.5;2021-22
Tyler Cook;CHI;USA;3.4;2.7;0.2;2021-22
Darius Bazley;OKC;USA;10.8;6.3;1.4;2021-22
Troy Brown Jr.;CHI;USA;4.3;3.1;1.0;2021-22
Evan Fournier;NYK;France;14.1;2.6;2.1;2021-22
Evan Mobley;CLE;USA;15.0;8.3;2.5;2021-22
Facundo Campazzo;DEN;Argentina;5.1;1.8;3.4;2021-22
Feron Hunt;NYK;USA;0.0;0.5;0.5;2021-22
Frank Jackson;DET;USA;10.6;1.6;1.0;2021-22
Frank Kaminsky;PHX;USA;10.6;4.6;1.4;2021-22
Frank Ntilikina;DAL;France;4.1;1.4;1.2;2021-22
Franz Wagner;ORL;Germany;15.2;4.5;2.9;2021-22
Fred VanVleet;TOR;USA;20.3;4.4;6.7;2021-22
Freddie Gillespie;ORL;USA;2.3;4.0;0.6;2021-22
Furkan Korkmaz;PHI;Turkey;7.6;2.6;1.9;2021-22
Gabe Vincent;MIA;USA;8.7;1.9;3.1;2021-22
Gabe York;IND;USA;4.0;1.0;2.0;2021-22
Gabriel Deck;OKC;Argentina;2.6;0.9;0.7;2021-22
Gabriel Lundberg;PHX;Denmark;3.3;1.8;2.8;2021-22
Garrett Temple;NOP;USA;5.2;2.4;1.3;2021-22
Garrison Mathews;HOU;USA;10.0;2.9;1.0;2021-22
Gorgui Dieng;ATL;Senegal;3.5;2.8;0.8;2021-22
Gordon Hayward;CHA;USA;15.9;4.6;3.6;2021-22
Ty Jerome;OKC;USA;7.1;1.6;2.3;2021-22
Goran Dragic;BKN;Slovenia;7.5;3.1;4.1;2021-22
Goga Bitadze;IND;Georgia;7.0;3.5;1.1;2021-22
Giannis Antetokounmpo;MIL;Greece;29.9;11.6;5.8;2021-22
Eugene Omoruyi;DAL;Nigeria;1.8;1.8;0.5;2021-22
Georgios Kalaitzakis;OKC;Greece;6.6;1.6;0.9;2021-22
George King;DAL;USA;0.3;1.3;0.0;2021-22
George Hill;MIL;USA;6.2;2.9;2.2;2021-22
Gary Trent Jr.;TOR;USA;18.3;2.7;2.0;2021-22
Gary Payton II;GSW;USA;7.1;3.5;0.9;2021-22
Gary Harris;ORL;USA;11.1;2.0;1.8;2021-22
Gary Clark;NOP;USA;2.7;2.4;0.5;2021-22
Georges Niang;PHI;USA;9.2;2.7;1.3;2021-22
Eric Paschall;UTA;USA;5.8;1.8;0.6;2021-22
Eric Gordon;HOU;USA;13.4;2.0;2.7;2021-22
Eric Bledsoe;POR;USA;9.9;3.4;4.2;2021-22
Dillon Brooks;MEM;Canada;18.4;3.2;2.8;2021-22
Didi Louzada;POR;Brazil;3.9;1.9;0.6;2021-22
Dewayne Dedmon;MIA;USA;6.3;5.8;0.7;2021-22
